Event	ID	Name			Wwise Object Path	Notes
	3012415428	Pickup_WeaponType			\Player\General\Pickup_WeaponType	
	3083087645	Player_Death			\Player\General\Player_Death	
	3237189652	UI_Menu_Pause			\UI\Menu\UI_Menu_Pause	
	3240473869	Quest_Complete			\Quest\Quest_Complete	
	3260075118	Enemy_EvilHead_Hover_Play			\Enemies\EvilHead\Enemy_EvilHead_Hover_Play	
	3324372356	Enemy_EVilSpitPlant_Bullet_NoImpact			\Enemies\EvilSpitPlant\Enemy_EVilSpitPlant_Bullet_NoImpact	
	3373889173	Magic_Charge			\Magic\General\Magic_Charge	
	3474566310	UI_Menu_Select			\UI\Menu\UI_Menu_Select	
	3580182562	Enemy_EvilCrawler_Explode			\Enemies\EvilCrawler\Enemy_EvilCrawler_Explode	
	3584751806	Enemy_EvilSpitPlant_ShootLoop_Stop			\Enemies\EvilSpitPlant\Enemy_EvilSpitPlant_ShootLoop_Stop	
	3621593767	Enemy_EvilCrawler_Eat			\Enemies\EvilCrawler\Enemy_EvilCrawler_Eat	
	3664581270	Ambient_Campfire_Play			\Ambient\General\Ambient_Campfire_Play	
	3695342915	Player_WeaponImpact			\Player\General\Player_WeaponImpact	
	3699139167	UI_QuestRoll_Show			\UI\Quest Roll\UI_QuestRoll_Show	
	3741135221	Music_Region			\Music\General\Music_Region	
	3749307760	UI_Inventory_Roll			\UI\Inventory\UI_Inventory_Roll	
	3808743129	Player_WeaponSwing			\Player\General\Player_WeaponSwing	
	3842195348	Player_Hurt_Vox			\Player\General\Player_Hurt_Vox	
	3999192250	Enemy_EvilHead_Hurt			\Enemies\EvilHead\Enemy_EvilHead_Hurt	
	4037905639	Enemy_EvilHead_Telegraph			\Enemies\EvilHead\Enemy_EvilHead_Telegraph	
	4129842532	Enemy_EvilSpitPlant_Death_Headfall			\Enemies\EvilSpitPlant\Enemy_EvilSpitPlant_Death_Headfall	
	4254124015	Destruction_Container			\Destruction\General\Destruction_Container	
	4261614160	Enemy_EvilHead_Hover_Stop			\Enemies\EvilHead\Enemy_EvilHead_Hover_Stop	

Switch Group	ID	Name			Wwise Object Path	Notes
	2471758783	Player_MovementSpeed			\Player\Player_MovementSpeed	
	3219147252	DayOrNight			\General\DayOrNight	
	3251833556	Player_Weapon_Type			\Player\Player_Weapon_Type	
	3616336268	Player_Pickup_Type			\Player\Player_Pickup_Type	
	3639591801	Player_Pickup_ItemType			\Player\Player_Pickup_ItemType	
	4064446173	Surface_Type			\General\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	712161704	Run	Player_MovementSpeed			
	2108779966	Walk	Player_MovementSpeed			
	311764537	Day	DayOrNight			
	1011622525	Night	DayOrNight			
	490825222	PickAxe	Player_Weapon_Type			
	703486095	Hammer	Player_Weapon_Type			
	765201635	Axe	Player_Weapon_Type			
	2454616260	Sword	Player_Weapon_Type			
	3732162827	Dagger	Player_Weapon_Type			
	1222624712	Item	Player_Pickup_Type			
	3893417221	Weapon	Player_Pickup_Type			
	632653906	PineCone	Player_Pickup_ItemType			
	1183067778	Key	Player_Pickup_ItemType			
	1761501022	Book	Player_Pickup_ItemType			
	1941802987	Mushroom	Player_Pickup_ItemType			
	2416868231	CrystalShard	Player_Pickup_ItemType			
	2979801095	EvilEssence	Player_Pickup_ItemType			
	3062523257	Misc	Player_Pickup_ItemType			
	286660663	Rubble	Surface_Type			
	389757836	Agent	Surface_Type			
	442447909	Barrel	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	1647104456	Enemy_EvilCrawler	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2473969246	Metal	Surface_Type			
	2654748154	Water	Surface_Type			
	3065846598	Enemy_EvilHead	Surface_Type			
	3098439042	Crate	Surface_Type			
	3276966729	Enemy_EvilSpitPlant	Surface_Type			
	3444057113	Crystal	Surface_Type			
	4248645337	Grass	Surface_Type			

State Group	ID	Name			Wwise Object Path	Notes
	440928865	InWater			\PlayerInWater\InWater	
	2106907484	Music_Regions			\MusicStates\Music_Regions	
	2333396925	Combo			\Player\Combo	

State	ID	Name	State Group			Notes
	0	None	InWater			
	979470758	Yes	InWater			
	1668749452	No	InWater			
	0	None	Music_Regions			
	608898761	Dungeon	Music_Regions			
	1421251628	Woodlands	Music_Regions			
	1850388778	Desert	Music_Regions			
	3132368115	WwizardHouse	Music_Regions			
	3160623154	Silent	Music_Regions			
	3424056949	Nowhere	Music_Regions			
	3945572659	Village	Music_Regions			
	4122393694	Cave	Music_Regions			
	0	None	Combo			
	1736510753	RightSwing	Combo			
	2398785008	LeftSwing	Combo			
	2416766296	TopSwing	Combo			

Custom State	ID	Name	State Group	Owner		Notes
	651318039	TopSwing	Combo	\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type		
	897268338	No	InWater	\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\PFS_Water_Wade_S		
	959165918	RightSwing	Combo	\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type		

Game Parameter	ID	Name			Wwise Object Path	Notes
	207908541	Time_of_Day			\Ambient\Time_of_Day	
	215992295	Player_Health			\Player\Player_Health	
	500836401	Quest_Progress			\Gameplay\Quest_Progress	
	691349574	Enemy_Music_EvilHead			\Enemies\Enemy_Music_EvilHead	
	1124499852	DopplerEffect			\Generic\DopplerEffect	
	2149718692	Destruction_Level			\Objects\Destruction_Level	
	2322571464	Enemy_Music_EvilCrawler			\Enemies\Enemy_Music_EvilCrawler	
	2471758783	Player_MovementSpeed			\Player\Player_MovementSpeed	
	3046587051	Enemy_EvilHead_MovementSpeed			\Enemies\Enemy_EvilHead_MovementSpeed	
	3481128293	Enemy_Music_EviSpitPlant			\Enemies\Enemy_Music_EviSpitPlant	
	3717648145	Listener_Cone			\Generic\Listener_Cone	
	3917897988	Distance_to_Player			\Generic\Distance_to_Player	

Trigger	ID	Name			Wwise Object Path	Notes
	780938204	Music_QuestComplete			\Default Work Unit\Music_QuestComplete	
	1870078530	Adventuress_Death			\Default Work Unit\Adventuress_Death	
	2029038382	Music_GetItem			\Default Work Unit\Music_GetItem	
	3921957830	Music_EnemyTheme			\Default Work Unit\Music_EnemyTheme	

Effect plug-ins	ID	Name	Type				Notes
	785024900	WAG_Questing_PitchShift (Custom)	Wwise Pitch Shifter			
	2373712977	WAG_Enemy_EvilHead_MovementSpeed	Wwise Tremolo			

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	736681753	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilSpitPlant\EvilSpitPlant\EvilSpitPlant_Bullet_NoImpact\EvilSpitPlant_Silence\Wwise Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	651327	Inventory_Scroll	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Inventory_Scroll_90639591.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non_World\UI\UI\Inventory\Inventory_Scroll		1924
	777537	Impact_Sword_Crate	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_Sword_Crate_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_Crate\Crate\Impact_Sword_Crate		3315
	9468547	Impact_Sword_Wood_01	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_Sword_Wood_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_Wood\Impact_Sword_Wood\Impact_Sword_Wood_01		10480
	9622725	Impact_Dagger_EvilHead	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_Dagger_EvilHead_083690F3.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Dagger_Surface_Type\Impact_Dagger_EvilHead\Impact_Dagger_EvilHead		6899
	17789199	IceCave_Partial Mix	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\ICECAVE_PICKUP_16 +1brs_120bpm-44_PARTIALMIX_1DD5206E.wem		\Interactive Music Hierarchy\Music\Music_Regions\IceCave\WPA_Ambient\IceCave_Partial Mix		519384
	21340349	Pickup_Coin_04	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Objects\Pickups\BAS_Pickup_Coin_04_02D54D6C.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Player_Pickup\Pickup_Coins\Pickup_Coin_04		8449
	21991143	Inventory_Select	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Inventory_Select_90639591.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non_World\UI\UI\Menu\Inventory_Select		15153
	22623075	TITLE_TOUTtFLYOVER_Pizz_4 + 1brs_150bpm-34	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\TITLE_TOUTtFLYOVER_Pizz_4 + 1brs_150bpm-34_1DD5206E.wem		\Interactive Music Hierarchy\Music\Music_Regions\Woodlands_Night\Trans to WoodNight PPG\TITLE_TOUTtFLYOVER_Pizz_4 + 1brs_150bpm-34		70929
	26198805	Impact_PickAxe_Barrel	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_PickAxe_Barrel_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_PickAxe_Surface_Type\Impact_PickAxe_Barrel\Impact_PickAxe_Barrel		18467
	34954357	Pickup_WeaponType_Sword	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Pickup_WeaponType_Sword_77BC7FD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Player_Pickup\Pickup_WeaponType\Pickup_WeaponType_Sword		14249
	39712027	Impact_SpitPlant_02	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Sword Impact 2_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_EvilSpitPlant\Impact_SpitPlant_02		7524
	50497435	EvilHead_Charge_03	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\EvilHead_Charge_03_B830A894.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilHead\EvilHead\EvilHead_Attack_Charge\EvilHead_Charge_03		2497
	50556790	Ambient_Fire_Torch	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\ambient_fire_torch_2_41D1644F.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Emitters\Ambient_Fire_Torch		1357840
	51105901	Wwizard_StaffOnGround	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Character\Weapons\BAS_imp_dagger_dirt_26F7AADE.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\QuestGivers\Wwizard Misc\Wwizard_StaffOnGround		2831
	55372353	Impact_PickAxe_Crate	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_PickAxe_Crate_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_PickAxe_Surface_Type\Impact_PickAxe_Crate\Impact_PickAxe_Crate		5289
	56443114	Impact_PickAxe_EvilHead	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_PickAxe_EvilHead_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_PickAxe_Surface_Type\Impact_PickAxe_EvilHead\Impact_PickAxe_EvilHead		7132
	64123130	Impact_Sword_Grass	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_Sword_Grass_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_Grass\Impact_Sword_Grass\Impact_Sword_Grass		6391
	67235325	EvilCrawler_Eat_02	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\EvilCrawler_Eat_02_B830A894.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilCrawler\EvilCrawler\EvilCrawler_Eat\EvilCrawler_Eat_02		9741
	68411760	Quest_Complete_Collection	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Quest_Complete_Collection_B830A894.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non_World\UI\UI\Questing\Collection Complete\Quest_Complete_Collection		4970
	69431015	Destroy_Wood	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\destroy_wood_01_77BC7FD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_Container\Destroy_Wood		16055
	71905540	Heartbeat_Lub2	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Character\Heartbeat_Lub2_3D448CAE.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Health\HeartBeat\HeartBeat\Heartbeat_Lub\Heartbeat_Lub2		618
	81755460	BAS_Evil_SpitPlant_HurtImpact_02	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Dagger Impact 2_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Dagger_Surface_Type\Impact_Dagger_EvilSpitPlant\BAS_Evil_SpitPlant_HurtImpact_02		4956
	82540882	Adventuress_damaged_13	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Adventuress Damaged-013_77BC7FD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Health\OnHit_Dialogue\Adventuress_damaged_13		6685
	84348566	BAS_Evil_Head_Death_01	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\SKULL_death_8615AEE4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilHead\EvilHead\EvilHead_Death\EvilHead_Death\BAS_Evil_Head_Death_01		11825
	86058953	Pickup_Coin_01	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Objects\Pickups\BAS_Pickup_Coin_01_F1615C74.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Player_Pickup\Pickup_Coins\Pickup_Coin_01		4689
	87450794	Wizard_Poof_Teleport	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Wwizard\BAS_Wizard_Poof_02_DEC5C9DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\QuestGivers\Wwizard Misc\Wizard_Poof_Teleport		19246
	93130815	Pickup_WeaponType_Pickaxe	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Pickup_WeaponType_PickAxe_77BC7FD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Player_Pickup\Pickup_WeaponType\Pickup_WeaponType_Pickaxe		9347
	93186345	Ambient_Crystal_Ringing	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Ambient\Ambient_Emitters\WAG_Crystal_Ringing_F12DC476.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Emitters\Ambient_Crystal_Ringing		43226
	93320748	QuestRoll_Close	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Questroll Close_B830A894.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non_World\UI\UI\QuestRoll\QuestRoll_Close		5120
	96652300	Impact_CrystalShard_02	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_CrystalShard_02_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Dagger_Surface_Type\Impact_CrystalShard\Impact_CrystalShard_02		10781
	100576181	Destroy_Wood_02	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\destroy_barrel_02_77BC7FD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_Container\Destroy_Barrel\Destroy_Wood_02		27669
	107949489	EvilCrawler_Movement_02	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\EvilCrawler_Movement_02_B830A894.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilCrawler\EvilCrawler\EvilCrawler_Move\EvilCrawler_Movement_02		10877
	112419487	Adventuress swing weapon hard-006	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Adventuress swing weapon hard-006_77BC7FD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Swing_Weapon_Dialogue\Swing_Weapon_Dialogue_Hard\Adventuress swing weapon hard-006		10784
	116929962	EvilCrawler_Explosion_02	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\EvilCrawler_Explosion_02_B830A894.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilCrawler\EvilCrawler\EvilCrawler_Explode\EvilCrawler_Explosion_02		3954
	117025190	Impact_Hammer_Crate	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_Hammer_Crate_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_Crate\Crate\Impact_Hammer_Crate		11520
	117046144	BAS_Evil_SpitPlant_Charge_03	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\CHARGE_3_B830A894_1FD433A6.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilSpitPlant\EvilSpitPlant\EvilSpitPlant_Charge\BAS_Evil_SpitPlant_Charge_03		3498
	121579601	Pickup_Misc	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Pickup_Misc_77BC7FD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Player_Pickup\Pickup_ItemType\Pickup_Misc		4488
	122475090	Button_Close	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Button_Close_90639591.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non_World\UI\UI\Button\Button_Close		27631
	122491377	Impact_PickAxe_Stone	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_Pickaxe_Stone_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_PickAxe_Surface_Type\Impact_PickAxe_Stone\Impact_PickAxe_Stone		5916
	122505936	BAS_Evil_SpitPlant_Charge_02	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\CHARGE_2_B830A894_1FD433A6.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilSpitPlant\EvilSpitPlant\EvilSpitPlant_Charge\BAS_Evil_SpitPlant_Charge_02		1514
	125288342	Heartbeat_Dub2	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Character\Heartbeat_Dub2_3D448CAE.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Health\HeartBeat\HeartBeat\HeartBeat_Dub\Heartbeat_Dub2		618
	132383432	Evil_SpitPlant_Charge_03	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Creatures\BAS_Evil_SpitPlant_Charge_03_6A0A863B.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Enemies_EvilHead\EvilHead\Telegraph\EvilHead_Attack_Telegraph\Evil_SpitPlant_Charge_03		4349
	137295530	Impact_Crawler_01	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\New_Impact_Crawler_01_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_EvilCrawler\Impact_Crawler_01		16233
	147413471	Crate_Destroy_05	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\destroy_crate_05_77BC7FD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_Container\Destroy_Crate\Crate_Destroy_05		10633
	173815796	PlayerHit_SpitShot	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_SpitShot_BEBDB48F.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_Grass\Impact_Sword_Grass\PlayerHit_SpitShot		22435
	187530991	Impact_SpitPlant_03	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Sword Impact 3_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_Sword_Surface_Type\Impact_Sword_EvilSpitPlant\Impact_SpitPlant_03		7291
	190827734	Adventuress DEATH-003	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Adventuress DEATH-003_77BC7FD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Health\Death\Adventuress DEATH-003		19549
	192562240	Button_Enter	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Interface\BAS_Button_Enter_C5B91C1F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non_World\UI\UI\Button\Button_Enter		5360
	196106116	Adventuress swing weapon hard-003	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Adventuress swing weapon hard-003_77BC7FD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Swing_Weapon_Dialogue\Swing_Weapon_Dialogue_Hard\Adventuress swing weapon hard-003		9452
	197217690	Music_Wood_Piccolo	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\WOOD_PICKUP_16 +1brs_120bpm-44_PICCOLO-STEM_1DD5206E.wem		\Interactive Music Hierarchy\Music\Music_Regions\Woodlands_Day\Woodlands_Day_Layer PPG\Music_Wood_Piccolo		475622
	209771660	Impact_CrystalShard_03	Y:\Documents\GitHub\GameAudioProj.4\Wwise Project\.cache\Android_High\SFX\Impact_CrystalShard_06_A430C6E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type\Impact_PickAxe_Surface_Type\Impact_CrystalShard\Impact_CrystalShard_03		8732
